% Common climate indices from 1950-present (downloaded 22-Mar-2017):
% MEI (Multivariate ENSO Index): downloaded from https://www.esrl.noaa.gov/psd/enso/mei/table.html
% PDO (Pacific Decadal Oscillation): downloaded from http://jisao.washington.edu/pdo/PDO.latest
% NPGO (North Pacific Gyre Oscillation): downloaded from http://www.o3d.org/npgo/data/NPGO.txt
% EMI (El Nino Modoki Index): downloaded from http://www.jamstec.go.jp/frsgc/research/d1/iod/DATA/emi.monthly.txt
% Nino3 (Nino3 index): downloaded from http://www.cpc.ncep.noaa.gov/data/indices/sstoi.indices
% Nino4 (Nino4 index): downloaded from http://www.cpc.ncep.noaa.gov/data/indices/sstoi.indices
% AMO (Atlantic Multidecadal Oscillation): downloaded from https://www.esrl.noaa.gov/psd/data/correlation/amon.us.long.data
% NAO (North Altantic Oscillation): downloaded from http://www.cpc.ncep.noaa.gov/products/precip/CWlink/pna/norm.nao.monthly.b5001.current.ascii.table
% ATL3 (Atlantic El Niño index): computed from ERSSTv4 (SST anomalies in 3°S-3°N 20°W-0°)
 
year,month,MEI,PDO,NPGO,EMI,Nino3,Nino4,AMO,NAO,ATL3
2010,4,0.9500,0.7800,1.1778,0.1976,0.5500,0.7400,0.4330,-0.7200,0.9789
2010,5,0.6430,0.6200,1.8656,-0.2156,-0.1100,0.2400,0.4670,-1.4900,1.0161
2010,6,-0.3250,-0.2200,1.2371,-0.2980,-0.6800,-0.2100,0.4550,-0.8200,1.2136
2010,7,-1.1560,-1.0500,1.1455,-0.4000,-1.0900,-0.7100,0.4570,-0.4200,0.9630
2010,8,-1.6830,-1.2700,1.0790,-0.6514,-1.1200,-1.2000,0.5330,-1.2200,1.0012
2010,9,-1.8680,-1.6100,1.0018,-0.7704,-1.2600,-1.5600,0.4570,-0.7900,0.9732
2010,10,-1.8990,-1.0600,1.6053,-0.7809,-1.6600,-1.6000,0.3310,-0.9300,1.0927
2010,11,-1.4900,-0.8200,0.9857,-0.8464,-1.5800,-1.5700,0.2430,-1.6200,0.9857
2010,12,-1.5770,-1.2100,0.7777,-0.9310,-1.6400,-1.6000,0.2150,-1.8500,0.7374
2011,1,-1.7390,-0.9200,0.3205,-1.0529,-1.3200,-1.5800,0.1510,-0.8800,0.5542
2011,2,-1.5630,-0.8300,0.5529,-1.1340,-0.8200,-1.1500,0.1150,0.7000,0.6823
2011,3,-1.5110,-0.6900,1.2028,-0.6517,-0.7500,-0.7700,0.0630,0.6100,0.7527
2011,4,-1.3920,-0.4200,0.5966,-0.6292,-0.3200,-0.6400,0.0990,2.4800,0.8345
2011,5,-0.2880,-0.3700,1.3942,-0.5730,-0.1400,-0.5100,0.1590,-0.0600,0.4795
2011,6,-0.0750,-0.6900,1.1145,-0.5008,0.1000,-0.3700,0.1860,-1.2800,0.1730
2011,7,-0.2280,-1.8600,1.0356,-0.3645,-0.0100,-0.3300,0.0990,-1.5100,0.2047
2011,8,-0.5190,-1.7400,1.0363,-0.4460,-0.4200,-0.3600,0.1540,-1.3500,0.4995
2011,9,-0.7690,-1.7900,1.3267,-0.2756,-0.6300,-0.6400,0.1520,0.5400,0.4806
2011,10,-0.9330,-1.3400,1.2035,-0.4185,-0.9500,-0.7200,0.0700,0.3900,0.5341
2011,11,-0.9490,-2.3300,0.3754,-0.5585,-1.0900,-0.7700,-0.0630,1.3600,0.2266
2011,12,-0.9570,-1.7900,0.1332,-0.8994,-0.9400,-1.1000,-0.0370,2.5200,0.0312
2012,1,-0.9930,-1.3800,0.8347,-0.7768,-0.7300,-1.2100,-0.0570,1.1700,0.1305
2012,2,-0.6950,-0.8500,0.8632,-1.0220,-0.1800,-0.9000,0.0120,0.4200,-0.1904
2012,3,-0.3770,-1.0500,1.1174,-0.7204,-0.2100,-0.6600,0.0330,1.2700,0.0871
2012,4,0.1270,-0.2700,1.9255,-0.5836,0.0800,-0.3400,0.0880,0.4700,-0.1337
2012,5,0.7470,-1.2600,1.6251,-0.5929,0.1500,-0.2600,0.1720,-0.9100,-0.0762
2012,6,0.8350,-0.8700,1.9377,-0.5660,0.6600,-0.1100,0.3080,-2.5300,0.0247
2012,7,1.0980,-1.5200,1.8596,-0.4796,0.9200,0.0600,0.3830,-1.3200,0.2770
2012,8,0.6190,-1.9300,1.7306,0.0316,0.7300,0.4200,0.4380,-0.9800,0.4915
2012,9,0.3390,-2.2100,1.3578,0.1207,0.4300,0.4300,0.4560,-0.5900,0.4597
2012,10,0.0810,-0.7900,1.8673,0.3364,0.0100,0.5000,0.3370,-2.0600,0.6055
2012,11,0.1250,-0.5900,1.3998,0.3016,0.1400,0.5400,0.1720,-0.5800,0.4435
2012,12,0.0940,-0.4800,1.1996,0.1120,-0.2300,0.2300,0.1480,0.1700,0.4999
2013,1,0.0960,-0.1300,1.2291,0.0864,-0.5700,-0.0200,0.1360,0.3500,0.8353
2013,2,-0.0800,-0.4300,1.2052,-0.2880,-0.4600,-0.0400,0.1230,-0.4500,0.5027
2013,3,-0.1280,-0.6300,0.6424,-0.4116,0.0700,-0.2400,0.1660,-1.6100,0.5668
2013,4,0.0690,-0.1600,0.4777,-0.0622,-0.1500,-0.0300,0.1440,0.6900,0.4222
2013,5,0.1460,0.0800,0.8535,0.1141,-0.6900,-0.0800,0.1080,0.5700,0.2275
2013,6,-0.1680,-0.7800,0.7279,0.2338,-0.6400,-0.0800,0.0540,0.5200,0.5530
2013,7,-0.3550,-1.2500,0.4515,0.1355,-0.6600,-0.0400,0.1980,0.6700,0.2513
2013,8,-0.4800,-1.0400,0.5612,0.1658,-0.5500,0.0300,0.2020,0.9700,0.4444
2013,9,-0.1330,-0.4800,0.3875,0.0731,-0.1300,0.0100,0.2620,0.2400,0.2767
2013,10,0.1300,-0.8700,-0.1486,-0.0479,-0.2100,0.0400,0.3540,-1.2800,0.1223
2013,11,-0.0530,-0.1100,-0.8051,0.1858,-0.1700,0.2700,0.1360,0.9000,0.1398
2013,12,-0.2480,-0.4100,-1.4499,-0.1438,-0.0400,0.1500,0.0440,0.9500,0.1719
2014,1,-0.2750,0.3000,-0.3912,-0.2707,-0.3700,-0.1700,-0.0540,0.2900,0.4725
2014,2,-0.2660,0.3800,-0.2661,0.2333,-0.8100,0.2700,-0.0350,1.3400,0.4083
2014,3,0.0320,0.9700,-0.4555,0.2296,-0.2400,0.5200,-0.0730,0.8000,0.3383
2014,4,0.2480,1.1300,-0.6185,0.1545,0.2300,0.6300,-0.0860,0.3100,0.5102
2014,5,0.9760,1.8000,0.2264,-0.0375,0.6100,0.7700,0.0060,-0.9200,0.6296
2014,6,0.9800,0.8200,-0.4166,-0.2387,0.8900,0.5900,0.0700,-0.9700,0.5268
2014,7,0.8820,0.7000,-0.1358,-0.2463,0.6500,0.2900,0.2290,0.1800,0.5245
2014,8,0.9540,0.6700,-0.5472,-0.0874,0.5200,0.4600,0.3420,-1.6800,0.5347
2014,9,0.5850,1.0800,-0.7789,0.2602,0.4500,0.6500,0.3180,1.6200,0.4000
2014,10,0.4380,1.4900,0.4221,0.2641,0.6600,0.6400,0.3000,-1.2700,0.3119
2014,11,0.7630,1.7200,0.3068,0.3425,0.9100,0.8800,0.0720,0.6800,-0.0006
2014,12,0.5580,2.5100,-0.3594,0.2720,0.8000,0.9100,0.0660,1.8600,0.1629
2015,1,0.4200,2.4500,-0.5547,0.4744,0.3600,0.8600,-0.0010,1.7900,0.4856
2015,2,0.4590,2.3000,-1.2770,0.7244,0.1800,1.0200,0.0040,1.3200,0.4273
2015,3,0.6700,2.0000,-1.3967,0.5797,0.1500,1.1300,-0.1210,1.4500,0.4323
2015,4,0.9700,1.4400,-1.3821,0.5447,0.6700,1.2300,-0.0640,0.7300,0.4920
2015,5,1.5840,1.2000,-0.7223,0.2039,1.1900,1.0900,0.0520,0.1500,0.8247
2015,6,2.0450,1.5400,-1.2505,0.1257,1.6600,1.0900,0.0360,-0.0700,0.5416
2015,7,1.9480,1.8400,-1.4759,0.1975,2.1700,1.0000,0.1400,-3.1800,0.4994
2015,8,2.3660,1.5600,-1.9283,0.3700,2.3400,0.9800,0.1860,-0.7600,0.3707
2015,9,2.5300,1.9400,-2.1050,0.1726,2.6300,1.0400,0.3080,-0.6500,0.3891
2015,10,2.2410,1.4700,-1.3092,0.2364,2.6600,1.1200,0.3320,0.4400,0.7081
2015,11,2.2970,0.8600,-2.2538,0.5283,2.9300,1.6700,0.1940,1.7400,0.9481
2015,12,2.1120,1.0100,-1.1076,0.3566,2.8500,1.6300,0.2370,2.2400,0.9689
2016,1,2.2270,1.5300,1.0633,0.2004,2.5800,1.3500,0.2380,0.1200,0.6385
2016,2,2.1690,1.7500,0.0552,0.3932,1.9900,1.4500,0.1630,1.5800,0.5475
2016,3,1.9600,2.4000,0.6964,0.1740,1.5700,1.3400,0.1960,0.7300,0.5917
2016,4,2.0700,2.6200,-0.1701,0.2819,0.8400,0.8900,0.1840,0.3800,0.6284
2016,5,1.6990,2.3500,-0.3868,0.0343,0.0300,0.6000,0.3520,-0.7700,0.5596
2016,6,1.0010,2.0300,-0.7035,-0.1539,-0.1200,0.5200,0.4170,-0.4300,0.6807
2016,7,0.3120,1.2500,-0.0113,-0.1533,-0.4800,0.2600,0.4390,-1.7600,0.8774
2016,8,0.1750,0.5200,-0.3375,-0.2709,-0.4600,-0.0000,0.4640,-1.6500,0.8182
2016,9,-0.1010,0.4500,-0.8748,-0.5300,-0.1800,-0.2100,0.4650,0.6100,0.6996
2016,10,-0.3790,0.5600,0.0544,-0.5961,-0.4500,-0.4000,0.3880,0.4100,0.7247
2016,11,-0.2120,1.8800,1.3722,-0.5344,-0.4000,-0.3700,0.3980,-0.1600,0.9290
2016,12,-0.1210,1.1700,-1.4978,-0.3592,-0.3600,-0.1400,0.3420,0.4800,1.0378
2017,1,-0.0550,0.7700,-2.0672,NaN,-0.0200,-0.1200,0.2330,0.4800,0.6286
2017,2,-0.0560,0.7000,NaN,NaN,0.6300,-0.0700,0.2340,1.0000,0.9124
