% Common climate indices from 1950-present (downloaded 22-Mar-2017):
% MEI (Multivariate ENSO Index): downloaded from https://www.esrl.noaa.gov/psd/enso/mei/table.html
% PDO (Pacific Decadal Oscillation): downloaded from http://jisao.washington.edu/pdo/PDO.latest
% NPGO (North Pacific Gyre Oscillation): downloaded from http://www.o3d.org/npgo/data/NPGO.txt
% EMI (El Nino Modoki Index): downloaded from http://www.jamstec.go.jp/frsgc/research/d1/iod/DATA/emi.monthly.txt
% Nino3 (Nino3 index): downloaded from http://www.cpc.ncep.noaa.gov/data/indices/sstoi.indices
% Nino4 (Nino4 index): downloaded from http://www.cpc.ncep.noaa.gov/data/indices/sstoi.indices
% AMO (Atlantic Multidecadal Oscillation): downloaded from https://www.esrl.noaa.gov/psd/data/correlation/amon.us.long.data
% NAO (North Altantic Oscillation): downloaded from http://www.cpc.ncep.noaa.gov/products/precip/CWlink/pna/norm.nao.monthly.b5001.current.ascii.table
% ATL3 (Atlantic El Niño index): computed from ERSSTv4 (SST anomalies in 3°S-3°N 20°W-0°)
 
year,month,MEI,PDO,NPGO,EMI,Nino3,Nino4,AMO,NAO,ATL3
1950,1,-1.0620,-2.1300,-2.1884,0.1695,NaN,NaN,0.1160,0.9200,0.1729
1950,2,-1.1630,-2.9100,-1.4458,-0.3433,NaN,NaN,-0.0290,0.4000,-0.0815
1950,3,-1.3120,-1.1300,-0.9650,-0.5344,NaN,NaN,-0.1010,-0.3600,0.0990
1950,4,-1.1040,-1.2000,-0.8588,-0.1841,NaN,NaN,-0.1260,0.7300,0.0389
1950,5,-1.4330,-2.2300,-0.6341,-0.2320,NaN,NaN,-0.0530,-0.5900,0.1790
1950,6,-1.3910,-1.7700,-0.5810,-0.0484,NaN,NaN,-0.0380,-0.0600,-0.1154
1950,7,-1.2960,-2.9300,-0.7421,-0.2642,NaN,NaN,-0.0510,-1.2600,-0.2283
1950,8,-1.0530,-0.7000,-0.5494,-0.4697,NaN,NaN,0.0250,-0.0500,-0.6578
1950,9,-0.6340,-2.1400,-0.6015,-0.2250,NaN,NaN,0.0150,0.2500,-0.8183
1950,10,-0.4330,-1.3600,0.1194,-0.2988,NaN,NaN,-0.0850,0.8500,-0.8426
1950,11,-1.1650,-2.4600,-0.2571,-0.3991,NaN,NaN,0.0850,-1.2600,-0.6513
1950,12,-1.2610,-0.7600,-0.4934,-0.0598,NaN,NaN,0.0930,-1.0200,-0.9123
1951,1,-1.0700,-1.5400,-0.4785,-0.7425,NaN,NaN,0.1080,0.0800,-0.5768
1951,2,-1.1830,-1.0600,-0.4138,-0.4485,NaN,NaN,0.0030,0.7000,-0.5883
1951,3,-1.2220,-1.9000,-0.5695,-0.2611,NaN,NaN,0.0170,-1.0200,-0.7088
1951,4,-0.5230,-0.3600,-0.5611,-0.2313,NaN,NaN,0.1740,-0.2200,-0.6462
1951,5,-0.3600,-0.2500,-1.0714,-0.0343,NaN,NaN,0.1770,-0.5900,-0.3176
1951,6,0.3490,-1.0900,-1.4352,-0.4223,NaN,NaN,0.2940,-1.6400,-0.0760
1951,7,0.6660,0.7000,-1.1039,-0.3529,NaN,NaN,0.4270,1.3700,0.1386
1951,8,0.8290,-1.3700,-1.1749,-0.0040,NaN,NaN,0.3080,-0.2200,0.1347
1951,9,0.7430,-0.0800,-1.4195,-0.0229,NaN,NaN,0.2540,-1.3600,0.3991
1951,10,0.7360,-0.3200,-1.0694,-0.0318,NaN,NaN,0.2640,1.8700,0.1382
1951,11,0.7030,-0.2800,-1.0120,0.0944,NaN,NaN,0.1800,-0.3900,0.0479
1951,12,0.4780,-1.6800,-1.2247,0.1403,NaN,NaN,0.1800,1.3200,0.4747
1952,1,0.4190,-2.0100,-1.3351,0.1914,NaN,NaN,0.1770,0.9300,0.3638
1952,2,0.1170,-0.4600,-1.0910,-0.0305,NaN,NaN,0.1880,-0.8300,0.1226
1952,3,0.0630,-0.6300,-0.6695,-0.1138,NaN,NaN,0.2350,-1.4900,0.0274
1952,4,0.2200,-1.0500,-0.4337,0.4757,NaN,NaN,0.1960,1.0100,0.0852
1952,5,-0.3090,-1.0000,-0.6265,0.2427,NaN,NaN,0.1860,-1.1200,-0.1591
1952,6,-0.7230,-1.4300,-0.9727,0.0156,NaN,NaN,0.3880,-0.4000,-0.1371
1952,7,-0.3160,-1.2500,-1.3356,0.1105,NaN,NaN,0.3770,-0.0900,-0.3888
1952,8,-0.3780,-0.6000,-0.8974,0.0405,NaN,NaN,0.4090,-0.2800,-0.4405
1952,9,0.3130,-0.8900,-0.5826,0.4055,NaN,NaN,0.3670,-0.5400,-0.1390
1952,10,0.2750,-0.3500,-0.2578,0.1594,NaN,NaN,0.3590,-0.7300,-0.0439
1952,11,-0.3490,-0.7600,-0.3162,0.1133,NaN,NaN,0.2550,-1.1300,-0.2515
1952,12,-0.1240,0.0400,0.8451,0.0823,NaN,NaN,0.3450,-0.4300,-0.4150
1953,1,0.0300,-0.5700,0.9440,0.4796,NaN,NaN,0.2700,0.3300,-0.3386
1953,2,0.3770,-0.0700,0.7480,-0.1486,NaN,NaN,0.1900,-0.4900,-0.4693
1953,3,0.2560,-1.1200,1.2173,0.0529,NaN,NaN,0.1460,-0.0400,-0.1732
1953,4,0.6820,0.0500,1.2502,0.1977,NaN,NaN,0.3180,-1.6700,-0.2011
1953,5,0.7840,0.4300,1.2707,-0.0584,NaN,NaN,0.3470,-0.6600,-0.3286
1953,6,0.2180,0.2900,1.0567,0.1383,NaN,NaN,0.2800,1.0900,-0.1729
1953,7,0.3680,0.7400,1.0408,0.1631,NaN,NaN,0.3490,0.4000,-0.0419
1953,8,0.2130,0.0500,0.6189,0.0255,NaN,NaN,0.2630,-0.7100,-0.0917
1953,9,0.5010,-0.6300,0.2907,0.2229,NaN,NaN,0.2850,-0.3500,0.0008
1953,10,0.0930,-1.0900,1.0815,0.1204,NaN,NaN,0.1530,1.3200,-0.1220
1953,11,0.0750,-0.0300,2.0496,0.2732,NaN,NaN,0.2490,1.0400,-0.2652
1953,12,0.3240,0.0700,1.4190,-0.0019,NaN,NaN,0.2630,-0.4700,-0.3913
1954,1,-0.0510,-1.3200,1.0940,0.6747,NaN,NaN,0.2320,0.3700,-0.4223
1954,2,-0.0480,-1.6100,1.1565,0.3401,NaN,NaN,0.1000,0.7400,-0.4955
1954,3,0.1620,-0.5200,0.0794,0.3630,NaN,NaN,0.1060,-0.8300,-0.4501
1954,4,-0.5670,-1.3300,-0.3725,0.9220,NaN,NaN,-0.0080,1.3400,-0.6750
1954,5,-1.4160,0.0100,-0.1640,0.7858,NaN,NaN,0.0750,-0.0900,-0.8270
1954,6,-1.5640,0.9700,0.1784,0.3374,NaN,NaN,0.1040,-0.2500,-0.9976
1954,7,-1.3780,0.4300,-0.0352,0.2334,NaN,NaN,-0.0400,-0.6000,-0.9901
1954,8,-1.4710,0.0800,-0.1315,0.0300,NaN,NaN,-0.0090,-1.9000,-0.6557
1954,9,-1.1660,-0.9400,-0.2628,0.2412,NaN,NaN,-0.0060,-0.4400,-0.3360
1954,10,-1.3480,0.5200,0.1838,0.2758,NaN,NaN,-0.0270,0.6000,0.1283
1954,11,-1.1400,0.7200,0.3547,-0.0889,NaN,NaN,-0.0220,0.4000,0.0555
1954,12,-1.1130,-0.5000,0.4041,0.3147,NaN,NaN,-0.0460,0.6900,0.0054
1955,1,-0.7620,0.2000,0.3262,-0.1961,NaN,NaN,0.0810,-1.8400,-0.2177
1955,2,-0.6970,-1.5200,-0.2493,-0.4099,NaN,NaN,0.0450,-1.1200,-0.2830
1955,3,-1.1520,-1.2600,-0.2160,-0.1906,NaN,NaN,0.0460,-0.5300,-0.3713
1955,4,-1.6340,-1.9700,0.0407,-0.3082,NaN,NaN,0.1000,-0.4200,-0.2798
1955,5,-1.6420,-1.2100,0.2614,0.0534,NaN,NaN,0.1810,-0.3400,-0.3073
1955,6,-2.2430,-2.4400,-0.0159,0.1427,NaN,NaN,0.1990,-1.1000,-0.3639
1955,7,-1.9980,-2.3500,-0.0880,-0.3648,NaN,NaN,0.2730,1.7600,-0.5007
1955,8,-2.0730,-2.2500,0.2745,-0.2697,NaN,NaN,0.1800,1.0700,-0.5235
1955,9,-1.8230,-1.9500,-0.1102,-0.2068,NaN,NaN,0.2080,0.3200,-0.1126
1955,10,-1.7530,-2.8000,-0.5242,-0.3913,NaN,NaN,0.2840,-1.4700,-0.1448
1955,11,-1.8410,-3.0800,-0.0800,-0.2490,NaN,NaN,0.3910,-1.2900,0.0582
1955,12,-1.8770,-2.7500,-0.5180,-0.2747,NaN,NaN,0.2610,0.1700,-0.4499
1956,1,-1.4370,-2.4800,0.1203,-0.2161,NaN,NaN,0.1910,-0.2200,-0.5295
1956,2,-1.3030,-2.7400,-0.1380,-0.4083,NaN,NaN,0.0990,-1.1200,-0.7316
1956,3,-1.4130,-2.5600,0.0230,-0.5114,NaN,NaN,0.0190,-0.0500,-0.6345
1956,4,-1.1320,-2.1700,-0.0382,-0.1730,NaN,NaN,0.0680,-1.0600,-0.3688
1956,5,-1.3170,-1.4100,0.1420,0.0158,NaN,NaN,-0.0530,2.2100,-0.4111
1956,6,-1.5020,-1.7000,0.4711,-0.2849,NaN,NaN,-0.2590,0.1000,-0.6528
1956,7,-1.2590,-1.0300,0.4639,-0.6222,NaN,NaN,-0.0850,-0.7500,-0.8077
1956,8,-1.1310,-1.1600,0.5398,-0.3324,NaN,NaN,-0.0930,-1.3700,-0.4042
1956,9,-1.3590,-0.7100,0.3006,-0.2568,NaN,NaN,-0.0840,0.2400,-0.1398
1956,10,-1.4860,-2.3000,-0.0515,-0.2786,NaN,NaN,-0.0380,0.8800,-0.4971
1956,11,-1.0380,-2.1100,-0.2263,-0.1165,NaN,NaN,-0.0820,0.5100,-0.5283
1956,12,-1.0220,-1.2800,-0.7672,0.0653,NaN,NaN,0.0240,0.1000,-0.9632
1957,1,-0.9410,-1.8200,-1.2716,0.3428,NaN,NaN,-0.0760,1.0500,-0.9454
1957,2,-0.3720,-0.6800,-1.9587,-0.0043,NaN,NaN,-0.1010,0.1100,-0.6378
1957,3,0.1340,0.0300,-1.3394,-0.3384,NaN,NaN,-0.0140,-1.2600,-0.4326
1957,4,0.3530,-0.5800,-1.2554,0.0400,NaN,NaN,-0.0690,0.4900,-0.1216
1957,5,0.8660,0.5700,-1.0382,-0.1774,NaN,NaN,-0.1160,-0.7900,-0.1615
1957,6,0.7690,1.7600,-1.1682,-0.4121,NaN,NaN,-0.0070,-0.7200,-0.1118
1957,7,0.9080,0.7200,-0.7559,-0.4364,NaN,NaN,0.0450,-1.1900,-0.3142
1957,8,1.1480,0.5100,-0.9054,-0.1207,NaN,NaN,0.2070,-0.5500,-0.1560
1957,9,1.1250,1.5900,-0.9222,0.1451,NaN,NaN,0.2260,-1.6600,-0.4786
1957,10,1.0830,1.5000,-1.0286,0.2488,NaN,NaN,0.1540,1.3200,-0.4562
1957,11,1.1480,-0.3200,-1.4074,0.3653,NaN,NaN,0.0890,0.7300,-0.2925
1957,12,1.2480,-0.5500,-0.7166,0.3298,NaN,NaN,0.0840,0.1200,-0.2698
1958,1,1.4720,0.2500,0.1166,0.8558,NaN,NaN,0.0540,-0.5400,-0.2373
1958,2,1.4390,0.6200,0.1466,0.8608,NaN,NaN,0.1940,-1.0600,-0.1295
1958,3,1.3200,0.2500,-1.1517,0.6946,NaN,NaN,0.3490,-1.9600,-0.1997
1958,4,1.0130,1.0600,-0.7194,0.2529,NaN,NaN,0.3510,0.3700,-0.2363
1958,5,0.7190,1.2800,-0.8510,0.5113,NaN,NaN,0.2060,-0.2400,-1.1341
1958,6,0.8640,1.3300,-0.7234,0.3538,NaN,NaN,0.2260,-1.3800,-1.2506
1958,7,0.6930,0.8900,-0.8696,0.0319,NaN,NaN,0.1690,-1.7300,-1.1989
1958,8,0.4270,1.0600,-0.6288,0.2977,NaN,NaN,0.1660,-1.5600,-1.0173
1958,9,0.1880,0.2900,-0.2044,0.0299,NaN,NaN,0.2170,-0.0700,-0.8753
1958,10,0.2130,0.0100,-0.5088,0.2856,NaN,NaN,0.1570,0.1600,-0.6918
1958,11,0.4860,-0.1800,-0.7745,0.4170,NaN,NaN,0.1900,1.6400,-0.8528
1958,12,0.6710,0.8600,-0.4052,0.5017,NaN,NaN,0.2240,-0.7000,-0.3418
1959,1,0.5480,0.6900,0.1228,0.6382,NaN,NaN,0.1050,-0.8700,-0.1939
1959,2,0.7960,-0.4300,-0.5906,0.4940,NaN,NaN,0.1190,0.6800,-0.0153
1959,3,0.4960,-0.9500,-0.3921,0.1983,NaN,NaN,-0.0220,-0.1500,0.2001
1959,4,0.1970,-0.0200,-0.4513,0.3503,NaN,NaN,0.0010,0.3600,0.3078
1959,5,0.0130,0.2300,-0.4378,0.3821,NaN,NaN,0.0120,0.3900,0.1454
1959,6,-0.0180,0.4400,-0.3732,0.1270,NaN,NaN,-0.0550,0.4000,0.0977
1959,7,-0.1340,-0.5000,-0.3965,0.1485,NaN,NaN,-0.0270,0.7400,-0.1082
1959,8,0.1140,-0.6200,-0.5044,0.2943,NaN,NaN,0.0170,0.0600,-0.3306
1959,9,0.1050,-0.8500,0.0727,0.1466,NaN,NaN,0.1300,0.8800,-0.2291
1959,10,-0.0600,0.5200,0.1341,0.2431,NaN,NaN,0.1170,0.8900,-0.1229
1959,11,-0.1700,1.1100,-0.0480,-0.0051,NaN,NaN,0.0560,0.4100,-0.1833
1959,12,-0.2610,0.0600,0.4228,0.0194,NaN,NaN,0.1140,0.4400,-0.1533
1960,1,-0.2990,0.3000,1.0164,-0.2798,NaN,NaN,0.1810,-1.2900,-0.2099
1960,2,-0.2740,0.5200,0.8186,-0.2916,NaN,NaN,0.2210,-1.8900,-0.2924
1960,3,-0.0940,-0.2100,0.8633,-0.3202,NaN,NaN,0.0930,-0.5000,-0.4437
1960,4,-0.0190,0.0900,0.7935,0.1475,NaN,NaN,0.1010,1.3600,-0.3874
1960,5,-0.3350,0.9100,0.9189,0.0242,NaN,NaN,0.3070,0.4500,-0.1653
1960,6,-0.2540,0.6400,0.3131,0.0766,NaN,NaN,0.3240,-0.2100,-0.3406
1960,7,-0.3400,-0.2700,0.7092,-0.0594,NaN,NaN,0.2750,0.3500,-0.0162
1960,8,-0.2510,-0.3800,0.4379,0.0200,NaN,NaN,0.3400,-1.4000,0.1119
1960,9,-0.4650,-0.9400,0.5240,-0.0226,NaN,NaN,0.2150,0.3900,0.0210
1960,10,-0.3550,0.0900,0.4885,0.3198,NaN,NaN,0.3010,-1.7300,0.1334
1960,11,-0.3310,-0.2300,0.9534,0.2466,NaN,NaN,0.2550,-0.5100,0.4025
1960,12,-0.4170,0.1700,1.1361,0.4361,NaN,NaN,0.1420,0.0600,0.2933
1961,1,-0.1630,1.1800,1.1032,0.1520,NaN,NaN,0.0650,0.4100,0.2260
1961,2,-0.2570,0.4300,1.3594,-0.2286,NaN,NaN,0.0860,0.4500,0.2505
1961,3,-0.0970,0.0900,1.7494,-0.1155,NaN,NaN,0.1530,0.5500,0.4166
1961,4,0.0000,0.3400,0.9572,-0.2480,NaN,NaN,0.2310,-1.5500,0.3585
1961,5,-0.2880,-0.0600,1.4002,0.0538,NaN,NaN,0.1980,-0.3600,0.7072
1961,6,-0.1370,-0.6100,1.2018,0.1548,NaN,NaN,0.0370,0.8600,0.1741
1961,7,-0.2160,-1.2200,1.0627,0.3652,NaN,NaN,-0.0140,-0.3900,-0.5297
1961,8,-0.3040,-1.1300,1.0746,0.1729,NaN,NaN,0.0400,0.9000,-0.4318
1961,9,-0.3010,-2.0100,0.7730,0.4058,NaN,NaN,0.0070,1.2400,-0.2044
1961,10,-0.5390,-2.2800,0.3487,0.1403,NaN,NaN,0.0340,0.5100,0.0805
1961,11,-0.4360,-1.8500,0.2206,0.0969,NaN,NaN,0.0720,-0.6200,0.1843
1961,12,-0.6340,-2.6900,0.3974,-0.1395,NaN,NaN,0.2180,-1.4800,0.1209
1962,1,-1.0870,-1.2900,0.1748,-0.1991,NaN,NaN,0.1530,0.6100,0.1744
1962,2,-0.9880,-1.1500,-0.1498,0.0538,NaN,NaN,0.1560,0.5500,-0.0353
1962,3,-0.7240,-1.4200,-0.6077,0.2050,NaN,NaN,0.1700,-2.4700,-0.1516
1962,4,-1.0390,-0.8000,-0.4714,0.5044,NaN,NaN,0.0920,0.9900,0.0750
1962,5,-0.9100,-1.2200,-0.7390,0.0702,NaN,NaN,0.0270,-0.1000,0.1158
1962,6,-0.8520,-1.6200,-0.3044,0.3352,NaN,NaN,-0.0670,0.1600,-0.0115
1962,7,-0.7010,-1.4600,-0.0621,0.0673,NaN,NaN,-0.0040,-2.4700,-0.1364
1962,8,-0.5430,-0.4800,-0.3706,0.0018,NaN,NaN,-0.0590,0.1400,-0.0476
1962,9,-0.5510,-1.5800,0.3342,-0.0220,NaN,NaN,0.0090,-0.3700,-0.2752
1962,10,-0.6700,-1.5500,0.1642,0.0438,NaN,NaN,0.0700,0.4100,0.0921
1962,11,-0.6230,-0.3700,0.4456,0.1723,NaN,NaN,0.0510,-0.2300,0.0605
1962,12,-0.5050,-0.9600,0.4651,0.1612,NaN,NaN,0.1940,-1.3200,0.1319
1963,1,-0.7390,-0.3300,-0.8129,-0.0611,NaN,NaN,0.1620,-2.1200,0.2201
1963,2,-0.8630,-0.1600,-0.2800,0.2196,NaN,NaN,0.1700,-0.9600,0.1209
1963,3,-0.6900,-0.5400,-1.0966,0.0069,NaN,NaN,0.1380,-0.4300,0.3287
1963,4,-0.7920,-0.4100,-0.8106,0.2210,NaN,NaN,0.1080,-1.3500,0.3486
1963,5,-0.4770,-0.6500,-0.4282,-0.0822,NaN,NaN,-0.0800,2.1600,0.6386
1963,6,-0.0870,-0.8800,-0.7162,-0.0353,NaN,NaN,-0.0430,-0.4300,1.1094
1963,7,0.4010,-1.0000,-0.3667,0.2036,NaN,NaN,-0.0310,-0.7700,1.2484
1963,8,0.5970,-1.0300,-0.1346,0.2802,NaN,NaN,-0.0690,-0.6400,1.2233
1963,9,0.7500,0.4500,0.1198,0.2442,NaN,NaN,-0.1980,1.7900,0.9350
1963,10,0.8140,-0.5200,0.5071,0.4870,NaN,NaN,-0.0670,0.9400,0.5866
1963,11,0.8440,-2.0800,0.6611,0.5028,NaN,NaN,-0.0530,-1.2700,0.5344
1963,12,0.7440,-1.0800,0.5410,0.3029,NaN,NaN,-0.0560,-1.9200,0.6841
1964,1,0.8740,0.0100,1.0729,0.4586,NaN,NaN,-0.0710,-0.9500,0.7433
1964,2,0.4680,-0.2100,0.2925,0.6648,NaN,NaN,0.0260,-1.4300,0.2458
1964,3,-0.2690,-0.8700,0.3517,0.2441,NaN,NaN,0.0440,-1.2000,0.2939
1964,4,-0.5630,-1.0300,0.2502,0.3864,NaN,NaN,-0.1420,0.3600,-0.0248
1964,5,-1.2420,-1.9100,0.2719,0.5186,NaN,NaN,0.0450,0.5200,-0.4081
1964,6,-1.1150,-0.3200,0.8841,0.0880,NaN,NaN,0.0080,1.2900,-0.6895
1964,7,-1.4050,-0.5100,1.6040,-0.0499,NaN,NaN,-0.1400,1.9000,-0.4601
1964,8,-1.5030,-1.0300,0.7819,-0.0684,NaN,NaN,-0.2300,-1.7700,-0.6019
1964,9,-1.3110,-0.6800,0.9126,-0.6350,NaN,NaN,-0.2160,0.2000,-0.8481
1964,10,-1.2250,-0.3700,0.7127,-0.5623,NaN,NaN,-0.2670,0.7400,-1.1917
1964,11,-1.2390,-0.8000,0.0744,-0.6415,NaN,NaN,-0.1620,-0.0100,-1.0785
1964,12,-0.9360,-1.5200,-0.6794,-0.3944,NaN,NaN,-0.1170,-0.1500,-1.0800
1965,1,-0.5570,-1.2400,-0.6093,-0.0636,NaN,NaN,-0.1940,-0.1200,-0.8397
1965,2,-0.3530,-1.1600,-0.8375,-0.2544,NaN,NaN,-0.1730,-1.5500,-0.7479
1965,3,-0.2760,0.0400,-0.9426,-0.3976,NaN,NaN,-0.0730,-1.5100,-0.0695
1965,4,0.0530,0.6200,-0.8794,-0.4559,NaN,NaN,-0.0930,0.7200,-0.1144
1965,5,0.4900,-0.6600,-1.1592,-0.5417,NaN,NaN,-0.0940,-0.6200,-0.1271
1965,6,0.9150,-0.8000,-0.8303,-0.2974,NaN,NaN,-0.1220,0.2900,-0.3559
1965,7,1.3600,-0.4700,-0.6922,0.1516,NaN,NaN,-0.1840,0.3200,-0.6341
1965,8,1.4430,0.2000,-0.4440,0.1850,NaN,NaN,-0.2060,0.4500,-0.4610
1965,9,1.4060,0.5900,-0.8571,0.3398,NaN,NaN,-0.2180,0.3700,-0.2379
1965,10,1.2190,-0.3600,-0.6830,0.6249,NaN,NaN,-0.2440,0.3800,-0.5912
1965,11,1.3620,-0.5900,-0.9184,0.5599,NaN,NaN,-0.2720,-1.6600,-0.5776
1965,12,1.2520,0.0600,-1.1935,0.5006,NaN,NaN,-0.1190,1.3700,-0.5505
1966,1,1.3060,-0.8200,-0.3230,0.4535,NaN,NaN,-0.0720,-1.7400,-0.3256
1966,2,1.1700,-0.0300,-1.1144,0.5877,NaN,NaN,0.0140,-1.3900,-0.2712
1966,3,0.6780,-1.2900,-0.5991,1.2323,NaN,NaN,-0.0060,0.5600,-0.2483
1966,4,0.5280,0.0600,-1.3693,0.8976,NaN,NaN,0.0480,-0.7500,-0.0496
1966,5,-0.1520,-0.5300,-1.6787,0.8981,NaN,NaN,0.0050,0.2200,0.2259
1966,6,-0.1680,0.1600,-1.2637,0.8397,NaN,NaN,-0.0410,1.0500,0.7013
1966,7,-0.1360,0.2600,-1.1139,0.7845,NaN,NaN,-0.0520,0.3200,0.5437
1966,8,0.1550,-0.3500,-0.9779,0.5867,NaN,NaN,-0.0390,-1.7600,-0.1041
1966,9,-0.0850,-0.3300,-0.7533,0.7225,NaN,NaN,0.0040,-0.4500,-0.1473
1966,10,-0.0440,-1.1700,-0.7995,0.5232,NaN,NaN,0.0170,-0.6800,-0.1304
1966,11,0.0040,-1.1500,-0.9384,0.4523,NaN,NaN,0.0070,-0.0400,0.1427
1966,12,-0.1990,-0.3200,-0.5450,0.4363,NaN,NaN,0.0840,0.7200,0.4712
1967,1,-0.4730,-0.2000,-0.7361,0.0579,NaN,NaN,0.0850,-0.8900,0.2543
1967,2,-0.9190,-0.1800,-0.6101,-0.0301,NaN,NaN,0.0920,0.1900,0.2038
1967,3,-1.0680,-1.2000,-1.1192,0.2449,NaN,NaN,-0.0300,1.5100,-0.2046
1967,4,-1.0590,-0.8900,-0.8914,0.3436,NaN,NaN,-0.0110,0.1800,0.1852
1967,5,-0.4550,-1.2400,-0.9951,0.5029,NaN,NaN,-0.1830,-0.9900,0.0788
1967,6,-0.2660,-1.1600,-1.2525,0.3278,NaN,NaN,-0.2570,1.4000,-0.6807
1967,7,-0.5210,-0.8900,-1.1732,0.5669,NaN,NaN,-0.2260,0.4100,-0.8378
1967,8,-0.3950,-1.2400,-0.7538,0.5482,NaN,NaN,-0.1610,1.4400,-0.6741
1967,9,-0.6210,-0.7200,-0.0517,0.5120,NaN,NaN,-0.0930,0.9300,-0.5659
1967,10,-0.6830,-0.6400,0.0071,0.7873,NaN,NaN,-0.0960,0.0700,-0.8600
1967,11,-0.4260,-0.0500,-0.5875,0.8118,NaN,NaN,-0.2300,0.6000,-0.8227
1967,12,-0.3780,-0.4000,-0.2334,0.7407,NaN,NaN,-0.1490,-0.4500,-0.7621
1968,1,-0.6190,-0.9500,-0.7661,0.5589,NaN,NaN,-0.2430,0.1300,-0.5168
1968,2,-0.7490,-0.4000,-0.6259,0.6291,NaN,NaN,-0.1940,-1.2900,-0.5249
1968,3,-0.6290,-0.3100,-0.6321,0.2598,NaN,NaN,-0.2050,0.4000,-0.4868
1968,4,-0.9650,-1.0300,-1.1583,0.2271,NaN,NaN,-0.1520,-1.0800,-0.1358
1968,5,-1.0950,-0.5300,-1.2595,0.2807,NaN,NaN,-0.1200,-1.7600,0.2712
1968,6,-0.7710,-0.3500,-1.0382,0.3330,NaN,NaN,-0.2580,0.3300,0.8777
1968,7,-0.5270,0.5300,-1.0214,0.0178,NaN,NaN,-0.2250,-0.8000,1.1011
1968,8,-0.1020,0.1900,-0.9595,0.0202,NaN,NaN,-0.2100,-0.6600,0.5732
1968,9,0.2200,0.0600,-0.9146,-0.1894,NaN,NaN,-0.1460,-1.9200,0.4078
1968,10,0.4350,-0.3400,-0.7376,0.3002,NaN,NaN,-0.1090,-2.3000,0.3865
1968,11,0.5860,-0.4400,-0.2253,0.6698,NaN,NaN,-0.1040,-0.9300,0.3457
1968,12,0.3470,-1.2700,-0.8689,0.4509,NaN,NaN,-0.1230,-1.4000,0.1613
1969,1,0.6640,-1.2600,-2.5593,1.0734,NaN,NaN,-0.0590,-0.8300,0.2254
1969,2,0.8330,-0.9500,-0.7370,1.2495,NaN,NaN,0.1080,-1.5500,0.3812
1969,3,0.4520,-0.5000,-0.7335,0.5440,NaN,NaN,0.2110,-1.5600,0.4106
1969,4,0.6230,-0.4400,-0.1832,0.1284,NaN,NaN,0.1530,1.5300,0.4172
1969,5,0.6960,-0.2000,-0.0909,-0.1353,NaN,NaN,0.0140,0.5500,0.2057
1969,6,0.8200,0.8900,-0.7755,-0.3412,NaN,NaN,0.0320,0.5500,-0.2655
1969,7,0.4670,0.1000,-0.7309,-0.0569,NaN,NaN,0.0970,0.5700,-0.5906
1969,8,0.2180,-0.8100,-0.2323,0.2965,NaN,NaN,-0.0970,-1.4500,-0.5175
1969,9,0.1770,-0.6600,0.0152,0.2313,NaN,NaN,-0.1030,2.0700,-0.5428
1969,10,0.5110,1.1200,0.2899,-0.0068,NaN,NaN,-0.1810,0.6600,-0.4799
1969,11,0.6660,0.1500,-0.0413,0.1926,NaN,NaN,-0.1200,-0.9600,-0.4857
1969,12,0.3980,1.3800,1.1272,0.0512,NaN,NaN,-0.0280,-0.2800,-0.2706
1970,1,0.3720,0.6100,-0.1916,-0.0096,NaN,NaN,-0.0060,-1.5000,-0.2376
1970,2,0.4150,0.4300,-0.3213,0.3362,NaN,NaN,-0.0450,0.6400,-0.0872
1970,3,0.2150,1.3300,-0.4126,0.2709,NaN,NaN,0.0230,-0.9600,0.0829
1970,4,-0.0230,0.4300,-0.2218,0.2871,NaN,NaN,0.0240,-1.3000,-0.1132
1970,5,-0.1260,-0.4900,0.4842,0.5274,NaN,NaN,-0.0430,1.1400,0.0308
1970,6,-0.6590,0.0600,0.3708,0.4710,NaN,NaN,-0.1780,1.5500,-0.4144
1970,7,-1.0890,-0.6800,0.2724,0.5347,NaN,NaN,-0.1960,0.1000,-0.2210
1970,8,-1.0160,-1.6300,0.4133,0.2571,NaN,NaN,-0.1370,0.1000,0.0323
1970,9,-1.2520,-1.6700,0.3986,0.0158,NaN,NaN,-0.1340,-0.0900,-0.0191
1970,10,-1.0880,-1.3900,0.2263,-0.3098,NaN,NaN,-0.1920,-0.9200,-0.1919
1970,11,-1.0840,-0.8000,-0.2142,-0.1961,NaN,NaN,-0.2360,-0.6000,-0.0693
1970,12,-1.2230,-0.9700,-0.0715,-0.5261,NaN,NaN,-0.2050,-1.2000,-0.3908
1971,1,-1.2230,-1.9000,-0.2016,-0.6485,NaN,NaN,-0.2420,-1.1300,-0.2558
1971,2,-1.5280,-1.7400,0.0596,-0.2755,NaN,NaN,-0.2880,0.2400,-0.4884
1971,3,-1.8070,-1.6800,0.4539,-0.4821,NaN,NaN,-0.3060,-0.8400,-0.2148
1971,4,-1.8880,-1.5900,0.8538,-0.3814,NaN,NaN,-0.4090,-0.2400,0.0807
1971,5,-1.4640,-1.5500,0.4950,-0.1034,NaN,NaN,-0.3220,0.5000,0.4588
1971,6,-1.4480,-1.5500,0.4126,-0.0250,NaN,NaN,-0.3590,-1.5700,0.2426
